Code,Date,Time,Class,Value
210298333,05/12/2018,15:40:00,HumidityMeasurementState,49.43
210298334,05/12/2018,15:40:00,LuminescenceState,2.78
210298335,05/12/2018,15:40:00,TemperatureState,14.57
210298341,05/12/2018,15:50:00,HumidityMeasurementState,41.71
210298342,05/12/2018,15:50:00,LuminescenceState,1.56
210298343,05/12/2018,15:50:00,TemperatureState,26.69
210298353,05/12/2018,16:00:00,HumidityMeasurementState,41.75
210298354,05/12/2018,16:00:00,LuminescenceState,1.56
210298355,05/12/2018,16:00:00,TemperatureState,26.11
210298365,05/12/2018,16:10:00,HumidityMeasurementState,41.77
210298366,05/12/2018,16:10:00,LuminescenceState,1.56
210298367,05/12/2018,16:10:00,TemperatureState,25.65
210298377,05/12/2018,16:20:00,HumidityMeasurementState,41.79
210298378,05/12/2018,16:20:00,LuminescenceState,1.56
210298379,05/12/2018,16:20:00,TemperatureState,25.43
210298390,05/12/2018,16:30:00,HumidityMeasurementState,41.79
210298391,05/12/2018,16:30:00,LuminescenceState,1.56
210298392,05/12/2018,16:30:00,TemperatureState,25.21
210298402,05/12/2018,16:40:00,HumidityMeasurementState,41.79
210298403,05/12/2018,16:40:00,LuminescenceState,1.56
210298404,05/12/2018,16:40:00,TemperatureState,24.98
210298417,05/12/2018,16:50:00,HumidityMeasurementState,41.79
210298418,05/12/2018,16:50:00,LuminescenceState,1.56
210298419,05/12/2018,16:50:00,TemperatureState,24.76
210298439,05/12/2018,17:10:00,HumidityMeasurementState,41.62
210298440,05/12/2018,17:10:00,LuminescenceState,1.56
210298441,05/12/2018,17:10:00,TemperatureState,24.28
210298456,05/12/2018,17:20:00,HumidityMeasurementState,41.62
210298457,05/12/2018,17:20:00,LuminescenceState,1.56
210298458,05/12/2018,17:20:00,TemperatureState,24.04
210298473,05/12/2018,17:30:00,HumidityMeasurementState,41.43
210298474,05/12/2018,17:30:00,LuminescenceState,1.56
210298475,05/12/2018,17:30:00,TemperatureState,23.62
210298490,05/12/2018,17:40:00,HumidityMeasurementState,41.38
210298491,05/12/2018,17:40:00,LuminescenceState,1.56
210298492,05/12/2018,17:40:00,TemperatureState,23.62
210298507,05/12/2018,17:50:00,HumidityMeasurementState,41.38
210298508,05/12/2018,17:50:00,LuminescenceState,1.56
210298509,05/12/2018,17:50:00,TemperatureState,23.12
210298524,05/12/2018,18:00:00,HumidityMeasurementState,41.38
210298525,05/12/2018,18:00:00,LuminescenceState,1.39
210298526,05/12/2018,18:00:00,TemperatureState,22.83
210298541,05/12/2018,18:10:00,HumidityMeasurementState,41.35
210298542,05/12/2018,18:10:00,LuminescenceState,1.56
210298543,05/12/2018,18:10:00,TemperatureState,22.34
210298558,05/12/2018,18:20:00,HumidityMeasurementState,41.35
210298559,05/12/2018,18:20:00,LuminescenceState,1.56
210298560,05/12/2018,18:20:00,TemperatureState,22.34
210298575,05/12/2018,18:30:00,HumidityMeasurementState,41.35
210298576,05/12/2018,18:30:00,LuminescenceState,1.56
210298577,05/12/2018,18:30:00,TemperatureState,22.06
210298592,05/12/2018,18:40:00,HumidityMeasurementState,41.45
210298593,05/12/2018,18:40:00,LuminescenceState,1.56
210298594,05/12/2018,18:40:00,TemperatureState,21.86
210298609,05/12/2018,18:50:00,HumidityMeasurementState,41.45
210298610,05/12/2018,18:50:00,LuminescenceState,1.56
210298611,05/12/2018,18:50:00,TemperatureState,21.62
210298626,05/12/2018,19:00:00,HumidityMeasurementState,41.45
210298627,05/12/2018,19:00:00,LuminescenceState,1.56
