Class,Value,Timestamp
Toilet,0,2019-03-30 08:17:37
Toilet,1,2019-03-30 08:26:22
Toilet,0,2019-03-30 08:28:34
Toilet,1,2019-03-30 08:32:55
Toilet,0,2019-03-30 08:36:58
Toilet,1,2019-03-30 08:48:51
Toilet,0,2019-03-30 08:53:15
Toilet,1,2019-03-30 08:58:11
Toilet,0,2019-03-30 09:00:18
Toilet,1,2019-03-30 09:08:33
Toilet,0,2019-03-30 09:14:55
Toilet,1,2019-03-30 09:58:15
Toilet,0,2019-03-30 10:00:24
Toilet,1,2019-03-30 10:01:25
Toilet,0,2019-03-30 10:07:37
Toilet,1,2019-03-30 11:11:35
Toilet,0,2019-03-30 11:13:41
Toilet,1,2019-03-30 11:13:49
Toilet,0,2019-03-30 11:18:05
Toilet,1,2019-03-30 13:44:52
Toilet,0,2019-03-30 13:47:07
Toilet,1,2019-03-30 13:53:38
Toilet,0,2019-03-30 13:57:55
Toilet,1,2019-03-30 14:06:35
Toilet,0,2019-03-30 14:08:54
Toilet,1,2019-03-30 14:09:15
Toilet,0,2019-03-30 14:13:23
Toilet,1,2019-03-30 16:02:16
Toilet,0,2019-03-30 16:04:30
Toilet,1,2019-03-30 16:06:55
Toilet,0,2019-03-30 16:09:04
Toilet,1,2019-03-30 16:19:38
Toilet,0,2019-03-30 16:21:50
Toilet,1,2019-03-30 16:41:18
Toilet,0,2019-03-30 16:43:37
Toilet,1,2019-03-30 16:45:47
Toilet,0,2019-03-30 16:47:59
Toilet,1,2019-03-30 17:16:24
Toilet,0,2019-03-30 17:18:36
Toilet,1,2019-03-30 17:29:24
Toilet,0,2019-03-30 17:31:40
Toilet,1,2019-03-30 17:33:16
Toilet,0,2019-03-30 17:35:35
Toilet,1,2019-03-30 17:35:52
Toilet,0,2019-03-30 17:38:03
Toilet,1,2019-03-30 18:27:15
Toilet,0,2019-03-30 18:29:27
Toilet,1,2019-03-30 19:43:36
Toilet,0,2019-03-30 19:45:48
Toilet,1,2019-03-30 19:53:49
Toilet,0,2019-03-30 20:04:00
Toilet,1,2019-03-30 20:05:24
Toilet,0,2019-03-30 20:09:28
Toilet,1,2019-03-30 22:16:19
Toilet,0,2019-03-30 22:18:32
Toilet,1,2019-03-31 06:13:59
Toilet,0,2019-03-31 06:16:14
Toilet,1,2019-03-31 07:24:00
Toilet,0,2019-03-31 07:26:14
Toilet,1,2019-03-31 07:34:40
Toilet,0,2019-03-31 07:36:51
Toilet,1,2019-03-31 07:44:31
Toilet,0,2019-03-31 07:46:42
Toilet,1,2019-03-31 07:46:52
Toilet,0,2019-03-31 07:49:04
Toilet,1,2019-03-31 07:49:43
Toilet,0,2019-03-31 07:51:56
Toilet,1,2019-03-31 07:54:35
Toilet,0,2019-03-31 07:56:49
Toilet,1,2019-03-31 07:57:05
Toilet,0,2019-03-31 07:59:22
Toilet,1,2019-03-31 07:59:35
Toilet,0,2019-03-31 08:01:47
Toilet,1,2019-03-31 09:44:10
Toilet,0,2019-03-31 09:46:30
Toilet,1,2019-03-31 09:49:12
Toilet,0,2019-03-31 09:51:24
Toilet,1,2019-03-31 09:54:56
Toilet,0,2019-03-31 09:57:23
Toilet,1,2019-03-31 10:03:14
Toilet,0,2019-03-31 10:07:33
Toilet,1,2019-03-31 12:43:05
Toilet,0,2019-03-31 12:45:17
Toilet,1,2019-03-31 13:07:34
Toilet,0,2019-03-31 13:13:48
Toilet,1,2019-03-31 15:48:36
Toilet,0,2019-03-31 15:50:49
Toilet,1,2019-03-31 15:58:36
Toilet,0,2019-03-31 16:00:48
Toilet,1,2019-03-31 16:19:13
Toilet,0,2019-03-31 16:21:19
Toilet,1,2019-03-31 16:30:32
Toilet,0,2019-03-31 16:32:39
Toilet,1,2019-03-31 17:04:20
Toilet,0,2019-03-31 17:06:32
Toilet,1,2019-03-31 17:06:41
Toilet,0,2019-03-31 17:10:54
Toilet,1,2019-03-31 17:47:48
Toilet,0,2019-03-31 17:50:00
Toilet,1,2019-03-31 18:00:19
Toilet,0,2019-03-31 18:02:31
Toilet,1,2019-03-31 18:06:39
Toilet,0,2019-03-31 18:08:51
Toilet,1,2019-03-31 18:54:25
Toilet,0,2019-03-31 19:04:48
Toilet,1,2019-03-31 19:08:16
Toilet,0,2019-03-31 19:10:30
Toilet,1,2019-03-31 19:22:05
Toilet,0,2019-03-31 19:24:17
Toilet,1,2019-03-31 19:26:39
Toilet,0,2019-03-31 19:28:47
Toilet,1,2019-03-31 21:28:22
Toilet,0,2019-03-31 21:30:34
Toilet,1,2019-04-01 03:41:26
Toilet,0,2019-04-01 03:43:45
Toilet,1,2019-04-01 09:41:09
Toilet,0,2019-04-01 09:43:21
Toilet,1,2019-04-01 09:44:02
Toilet,0,2019-04-01 09:48:10
Toilet,1,2019-04-01 12:47:58
Toilet,0,2019-04-01 12:54:16
Toilet,1,2019-04-01 12:55:31
Toilet,0,2019-04-01 12:59:43
Toilet,1,2019-04-01 13:02:11
Toilet,0,2019-04-01 13:04:32
Toilet,1,2019-04-01 13:06:01
Toilet,0,2019-04-01 13:08:09
Toilet,1,2019-04-01 14:46:43
Toilet,0,2019-04-01 14:48:55
Toilet,1,2019-04-01 15:51:32
Toilet,0,2019-04-01 15:55:40
Toilet,1,2019-04-01 16:19:35
Toilet,0,2019-04-01 16:21:49
Toilet,1,2019-04-01 16:30:00
Toilet,0,2019-04-01 16:32:08
Toilet,1,2019-04-01 16:32:57
Toilet,0,2019-04-01 16:35:05
Toilet,1,2019-04-01 16:38:51
Toilet,0,2019-04-01 16:41:03
Toilet,1,2019-04-01 16:49:48
Toilet,0,2019-04-01 16:51:56
Toilet,1,2019-04-01 16:56:00
Toilet,0,2019-04-01 16:58:20
