Timestamp,HumidityMeasurementState,LuminescenceState,TemperatureState
2019-03-04 02:20:00,39.4,2.26,14.01
2019-03-04 02:30:00,39.4,2.26,14.01
2019-03-04 02:40:00,39.4,2.26,14.01
2019-03-04 02:50:00,39.4,2.26,14.01
2019-03-04 03:00:00,39.4,2.26,14.01
2019-03-04 03:10:00,39.4,2.26,14.01
2019-03-04 03:20:00,39.4,2.26,14.01
2019-03-04 03:30:00,39.4,2.26,14.01
2019-03-04 03:40:00,39.4,2.26,14.01
2019-03-04 03:50:00,39.4,2.26,14.01
2019-03-04 04:00:00,39.4,2.26,14.01
2019-03-04 04:10:00,39.4,2.26,14.01
2019-03-04 04:20:00,39.4,2.26,14.01
2019-03-04 04:30:00,39.4,2.26,14.01
2019-03-04 04:40:00,39.4,2.26,14.01
2019-03-04 04:50:00,39.4,2.26,14.01
2019-03-04 05:00:00,39.4,2.26,14.01
2019-03-04 05:10:00,39.4,2.26,14.01
2019-03-04 05:20:00,39.4,2.26,14.01
2019-03-04 05:30:00,39.4,2.26,14.01
2019-03-04 05:40:00,39.4,2.26,14.01
2019-03-04 05:50:00,39.4,2.26,14.01
2019-03-04 06:00:00,39.4,2.26,14.01
2019-03-04 06:10:00,39.4,2.26,14.01
2019-03-04 06:20:00,39.4,2.26,14.01
2019-03-04 06:30:00,39.4,2.26,14.01
2019-03-04 06:40:00,39.4,2.26,14.01
2019-03-04 06:50:00,39.4,2.26,14.01
2019-03-04 07:00:00,39.4,2.26,14.01
2019-03-04 07:10:00,39.4,2.26,14.01
2019-03-04 07:20:00,39.4,2.26,14.01
2019-03-04 07:30:00,39.4,2.26,14.01
2019-03-04 07:40:00,39.4,2.26,14.01
2019-03-04 07:50:00,39.4,2.26,14.01
2019-03-04 08:00:00,39.4,2.26,14.01
2019-03-04 08:10:00,39.4,2.26,14.01
2019-03-04 08:20:00,39.4,2.26,14.01
2019-03-04 08:30:00,39.4,2.26,14.01
2019-03-04 08:40:00,39.4,2.26,14.01
2019-03-04 08:50:00,39.4,2.26,14.01
2019-03-04 09:00:00,39.4,2.26,14.01
2019-03-04 09:10:00,39.4,2.26,14.01
2019-03-04 09:20:00,39.4,2.26,14.01
2019-03-04 09:30:00,39.4,2.26,14.01
2019-03-04 09:40:00,39.4,2.26,14.01
2019-03-04 09:50:00,39.4,2.26,14.01
2019-03-04 10:00:00,39.4,2.26,14.01
2019-03-04 10:10:00,39.4,2.26,14.01
2019-03-04 10:20:00,39.4,2.26,14.01
2019-03-04 10:30:00,39.4,2.26,14.01
2019-03-04 10:40:00,39.4,2.26,14.01
2019-03-04 10:50:00,39.4,2.26,14.01
2019-03-04 11:00:00,39.4,2.26,14.01
2019-03-04 11:10:00,39.4,2.26,14.01
2019-03-04 11:20:00,39.4,2.26,14.01
2019-03-04 11:30:00,39.4,2.26,14.01
2019-03-04 11:40:00,39.4,2.26,14.01
2019-03-04 11:50:00,39.4,2.26,14.01
2019-03-04 12:00:00,39.4,2.26,14.01
2019-03-04 12:10:00,39.4,2.26,14.01
2019-03-04 12:20:00,39.4,2.26,14.01
2019-03-04 12:30:00,39.4,2.26,14.01
2019-03-04 12:40:00,39.4,2.26,14.01
2019-03-04 12:50:00,39.4,2.26,14.01
2019-03-04 13:00:00,39.4,2.26,14.01
2019-03-04 13:10:00,39.4,2.26,14.01
2019-03-04 13:20:00,39.4,2.26,14.01
2019-03-04 13:30:00,39.4,2.26,14.01
2019-03-04 13:40:00,39.4,2.26,14.01
2019-03-04 13:50:00,39.4,2.26,14.01
2019-03-04 14:00:00,39.4,2.26,14.01
2019-03-04 14:10:00,39.4,2.26,14.01
2019-03-04 14:20:00,39.4,2.26,14.01
2019-03-04 14:30:00,39.4,2.26,14.01
