Code,Date,Time,Class,Value
231233164,12/04/2019,09:20:00,TemperatureState,20.43
231233163,12/04/2019,09:20:00,LuminescenceState,51.56
231233162,12/04/2019,09:20:00,HumidityMeasurementState,58.07
231233155,12/04/2019,09:15:43,MovementState,isMoving
231233154,12/04/2019,09:13:36,MovementState,notMoving
231233153,12/04/2019,09:11:15,MovementState,isMoving
231233138,12/04/2019,09:10:00,TemperatureState,20.14
231233137,12/04/2019,09:10:00,LuminescenceState,39.37
231233136,12/04/2019,09:10:00,HumidityMeasurementState,57.87
231233131,12/04/2019,09:06:45,MovementState,notMoving
231233130,12/04/2019,09:04:31,MovementState,isMoving
231233128,12/04/2019,09:02:38,MovementState,notMoving
231233124,12/04/2019,09:00:29,MovementState,isMoving
231233111,12/04/2019,09:00:00,TemperatureState,20.12
231233110,12/04/2019,09:00:00,LuminescenceState,39.37
231233109,12/04/2019,09:00:00,HumidityMeasurementState,57.72
231233103,12/04/2019,08:58:32,MovementState,notMoving
231233096,12/04/2019,08:56:15,MovementState,isMoving
231233083,12/04/2019,08:50:00,TemperatureState,20.12
231233082,12/04/2019,08:50:00,LuminescenceState,39.37
231233081,12/04/2019,08:50:00,HumidityMeasurementState,57.72
231233066,12/04/2019,08:40:00,TemperatureState,20.12
231233065,12/04/2019,08:40:00,LuminescenceState,39.37
231233064,12/04/2019,08:40:00,HumidityMeasurementState,57.73
231233049,12/04/2019,08:30:00,TemperatureState,20.17
231233048,12/04/2019,08:30:00,LuminescenceState,41.63
231233047,12/04/2019,08:30:00,HumidityMeasurementState,57.75
231233032,12/04/2019,08:20:00,TemperatureState,20.21
231233031,12/04/2019,08:20:00,LuminescenceState,28.04
231233030,12/04/2019,08:20:00,HumidityMeasurementState,57.81
231233015,12/04/2019,08:10:00,TemperatureState,20.21
231233014,12/04/2019,08:10:00,LuminescenceState,28.04
231233013,12/04/2019,08:10:00,HumidityMeasurementState,57.81
231232998,12/04/2019,08:00:00,TemperatureState,20.24
231232997,12/04/2019,08:00:00,LuminescenceState,38.32
231232996,12/04/2019,08:00:00,HumidityMeasurementState,57.85
231232981,12/04/2019,07:50:00,TemperatureState,20.26
231232980,12/04/2019,07:50:00,LuminescenceState,51.74
231232979,12/04/2019,07:50:00,HumidityMeasurementState,57.88
231232964,12/04/2019,07:40:00,TemperatureState,20.28
231232963,12/04/2019,07:40:00,LuminescenceState,42.68
231232962,12/04/2019,07:40:00,HumidityMeasurementState,57.92
231232958,12/04/2019,07:31:29,MovementState,notMoving
231232945,12/04/2019,07:30:00,TemperatureState,20.28
231232944,12/04/2019,07:30:00,LuminescenceState,39.02
