Timestamp,HumidityMeasurementState,LuminescenceState,TemperatureState
2019-03-28 10:00:00,35.57,1.04,22.49
2019-03-28 10:10:00,36.29,1.04,22.21
2019-03-28 10:30:00,35.47,1.04,22.74
2019-03-28 10:40:00,37.29,1.04,20.98
2019-03-28 10:50:00,37.29,1.04,20.98
2019-03-28 11:00:00,37.29,1.04,20.98
2019-03-28 11:10:00,37.29,1.04,20.98
2019-03-28 11:30:00,37.29,1.04,20.98
2019-03-28 11:40:00,37.29,1.04,20.98
2019-03-28 11:50:00,37.29,1.04,20.98
2019-03-28 12:00:00,37.29,1.04,20.98
2019-03-28 12:10:00,38.99,1.04,20.63
2019-03-28 12:20:00,38.99,1.04,20.63
2019-03-28 12:30:00,38.99,1.04,20.63
2019-03-28 12:40:00,38.85,1.04,20.42
2019-03-28 12:50:00,38.85,1.04,20.42
2019-03-28 13:00:00,38.85,1.04,20.42
2019-03-28 13:10:00,38.85,1.04,20.42
2019-03-28 13:20:00,39.04,1.04,20.22
2019-03-28 13:30:00,39.04,1.04,20.22
2019-03-28 13:40:00,39.04,1.04,20.22
2019-03-28 13:50:00,39.04,1.04,20.22
2019-03-28 14:00:00,39.04,1.04,20.22
2019-03-28 14:10:00,39.04,1.04,20.22
2019-03-28 14:20:00,39.04,1.04,20.22
2019-03-28 14:30:00,39.04,1.04,20.22
2019-03-28 14:40:00,39.38,1.04,20.01
2019-03-28 14:50:00,39.38,1.04,20.01
2019-03-28 15:00:00,39.38,1.04,20.01
2019-03-28 15:10:00,39.38,1.04,20.01
2019-03-28 15:20:00,39.38,1.04,20.01
2019-03-28 15:30:00,39.38,1.04,20.01
2019-03-28 15:40:00,39.0,1.04,20.31
2019-03-28 15:50:00,39.03,1.04,20.52
2019-03-28 16:00:00,39.29,1.04,20.77
2019-03-28 16:10:00,39.29,1.04,20.77
2019-03-28 16:20:00,39.29,1.04,20.77
2019-03-28 16:30:00,39.29,1.04,20.77
2019-03-28 16:40:00,39.29,1.04,20.77
2019-03-28 16:50:00,39.29,1.04,20.77
2019-03-28 17:00:00,39.29,1.04,20.77
2019-03-28 17:10:00,39.29,1.04,20.77
2019-03-28 17:20:00,39.44,1.04,20.99
2019-03-28 17:30:00,39.44,1.04,20.99
2019-03-28 17:40:00,39.25,1.04,21.22
2019-03-28 17:50:00,39.25,1.04,21.22
2019-03-28 18:00:00,39.25,1.04,21.22
2019-03-28 18:10:00,39.25,1.04,21.22
2019-03-28 18:20:00,39.25,1.04,21.22
2019-03-28 18:30:00,39.25,1.04,21.22
2019-03-28 18:40:00,39.25,1.04,21.22
2019-03-28 18:50:00,39.25,1.04,21.22
2019-03-28 19:00:00,40.15,1.04,21.43
2019-03-28 19:10:00,40.15,1.04,21.43
2019-03-28 19:20:00,40.15,1.04,21.43
2019-03-28 19:30:00,40.15,1.04,21.43
2019-03-28 19:40:00,40.15,1.04,21.43
2019-03-28 19:50:00,40.15,1.04,21.43
2019-03-28 20:00:00,40.15,1.04,21.43
2019-03-28 20:10:00,40.15,1.04,21.43
2019-03-28 20:20:00,40.15,1.04,21.43
2019-03-28 20:30:00,42.04,1.04,21.21
2019-03-28 20:40:00,42.04,1.04,21.21
2019-03-28 20:50:00,41.5,1.04,21.0
2019-03-28 21:00:00,41.5,1.04,21.0
2019-03-28 21:10:00,40.92,1.04,20.79
2019-03-28 21:20:00,40.92,1.04,20.79
2019-03-28 21:30:00,40.92,1.04,20.79
2019-03-28 21:40:00,40.92,1.04,20.79
2019-03-28 21:50:00,40.63,1.04,20.58
2019-03-28 22:00:00,40.63,1.04,20.58
2019-03-28 22:10:00,40.63,1.04,20.58
2019-03-28 22:20:00,40.63,1.04,20.58
2019-03-28 22:30:00,40.34,1.04,20.36
2019-03-28 22:40:00,40.34,1.04,20.36
2019-03-28 22:50:00,40.34,1.04,20.36
2019-03-28 23:00:00,40.34,1.04,20.36
2019-03-28 23:10:00,40.34,1.04,20.36
2019-03-28 23:20:00,40.57,1.04,20.14
2019-03-28 23:30:00,40.57,1.04,20.14
2019-03-28 23:40:00,40.57,1.04,20.14
2019-03-28 23:50:00,40.57,1.04,20.14
2019-03-29 00:00:00,40.57,1.04,20.14
2019-03-29 00:10:00,40.4,1.04,19.93
2019-03-29 00:20:00,40.4,1.04,19.93
2019-03-29 00:30:00,40.4,1.04,19.93
2019-03-29 00:40:00,40.4,1.04,19.93
2019-03-29 00:50:00,40.4,1.04,19.93
2019-03-29 01:00:00,40.4,1.04,19.93
2019-03-29 01:10:00,40.25,1.04,19.69
2019-03-29 01:20:00,40.25,1.04,19.69
2019-03-29 01:30:00,40.25,1.04,19.69
2019-03-29 01:40:00,40.25,1.04,19.69
2019-03-29 01:50:00,40.25,1.04,19.69
2019-03-29 02:00:00,40.03,1.04,19.47
2019-03-29 02:10:00,40.03,1.04,19.47
2019-03-29 02:20:00,40.03,1.04,19.47
2019-03-29 02:30:00,40.03,1.04,19.47
2019-03-29 02:40:00,40.03,1.04,19.47
2019-03-29 02:50:00,40.03,1.04,19.47
2019-03-29 03:00:00,40.06,1.04,19.27
2019-03-29 03:10:00,40.06,1.04,19.27
2019-03-29 03:20:00,40.06,1.04,19.27
2019-03-29 03:30:00,40.06,1.04,19.27
2019-03-29 03:40:00,40.06,1.04,19.27
2019-03-29 03:50:00,40.06,1.04,19.27
2019-03-29 04:00:00,40.13,1.04,19.06
2019-03-29 04:10:00,40.13,1.04,19.06
2019-03-29 04:20:00,40.13,1.04,19.06
