Code,Date,Time,Class,Value
231233177,12/04/2019,09:20:56,MovementState,notMoving
231233173,12/04/2019,09:20:00,TemperatureState,20.72
231233172,12/04/2019,09:20:00,LuminescenceState,10.27
231233171,12/04/2019,09:20:00,HumidityMeasurementState,47.97
231233158,12/04/2019,09:18:35,MovementState,isMoving
231233157,12/04/2019,09:18:08,MovementState,notMoving
231233156,12/04/2019,09:15:48,MovementState,isMoving
231233148,12/04/2019,09:10:00,TemperatureState,20.5
231233147,12/04/2019,09:10:00,LuminescenceState,9.75
231233146,12/04/2019,09:10:00,HumidityMeasurementState,47.46
231233129,12/04/2019,09:02:45,MovementState,notMoving
231233125,12/04/2019,09:00:31,MovementState,isMoving
231233120,12/04/2019,09:00:00,TemperatureState,20.5
231233119,12/04/2019,09:00:00,LuminescenceState,9.75
231233118,12/04/2019,09:00:00,HumidityMeasurementState,47.46
231233102,12/04/2019,08:58:30,MovementState,notMoving
231233097,12/04/2019,08:56:18,MovementState,isMoving
231233092,12/04/2019,08:50:00,TemperatureState,20.5
231233091,12/04/2019,08:50:00,LuminescenceState,9.75
231233090,12/04/2019,08:50:00,HumidityMeasurementState,47.46
231233075,12/04/2019,08:40:00,TemperatureState,20.5
231233074,12/04/2019,08:40:00,LuminescenceState,9.75
231233073,12/04/2019,08:40:00,HumidityMeasurementState,47.46
231233058,12/04/2019,08:30:00,TemperatureState,20.5
231233057,12/04/2019,08:30:00,LuminescenceState,9.75
231233056,12/04/2019,08:30:00,HumidityMeasurementState,47.46
231233041,12/04/2019,08:20:00,TemperatureState,20.5
231233040,12/04/2019,08:20:00,LuminescenceState,9.75
231233039,12/04/2019,08:20:00,HumidityMeasurementState,47.46
231233024,12/04/2019,08:10:00,TemperatureState,20.5
231233023,12/04/2019,08:10:00,LuminescenceState,9.75
231233022,12/04/2019,08:10:00,HumidityMeasurementState,47.46
231233007,12/04/2019,08:00:00,TemperatureState,20.5
231233006,12/04/2019,08:00:00,LuminescenceState,9.75
231233005,12/04/2019,08:00:00,HumidityMeasurementState,47.46
231232990,12/04/2019,07:50:00,TemperatureState,20.5
231232989,12/04/2019,07:50:00,LuminescenceState,9.75
231232988,12/04/2019,07:50:00,HumidityMeasurementState,47.46
231232973,12/04/2019,07:40:00,TemperatureState,20.47
231232972,12/04/2019,07:40:00,LuminescenceState,9.23
231232971,12/04/2019,07:40:00,HumidityMeasurementState,47.42
231232959,12/04/2019,07:31:36,MovementState,notMoving
231232954,12/04/2019,07:30:00,TemperatureState,20.47
231232953,12/04/2019,07:30:00,LuminescenceState,4.35
231232952,12/04/2019,07:30:00,HumidityMeasurementState,47.42
231232939,12/04/2019,07:29:22,MovementState,isMoving
231232935,12/04/2019,07:26:56,MovementState,notMoving
231232931,12/04/2019,07:21:50,MovementState,isMoving
231232925,12/04/2019,07:20:00,TemperatureState,20.47
231232924,12/04/2019,07:20:00,LuminescenceState,4.35
231232923,12/04/2019,07:20:00,HumidityMeasurementState,47.42
231232905,12/04/2019,07:14:45,MovementState,notMoving
231232901,12/04/2019,07:12:35,MovementState,isMoving
231232899,12/04/2019,07:11:34,MovementState,notMoving
231232894,12/04/2019,07:10:00,TemperatureState,20.47
231232892,12/04/2019,07:10:00,LuminescenceState,4.35
231232891,12/04/2019,07:10:00,HumidityMeasurementState,47.42
231232877,12/04/2019,07:09:20,MovementState,isMoving
231232872,12/04/2019,07:05:33,MovementState,notMoving
231232865,12/04/2019,07:03:19,MovementState,isMoving
231232858,12/04/2019,07:00:00,TemperatureState,20.47
231232857,12/04/2019,07:00:00,LuminescenceState,4.35
231232856,12/04/2019,07:00:00,HumidityMeasurementState,47.42
231232842,12/04/2019,06:56:56,MovementState,notMoving
231232834,12/04/2019,06:52:42,MovementState,isMoving
231232831,12/04/2019,06:50:38,MovementState,notMoving
231232826,12/04/2019,06:50:00,TemperatureState,20.47
231232825,12/04/2019,06:50:00,LuminescenceState,4.35
231232824,12/04/2019,06:50:00,HumidityMeasurementState,47.42
231232810,12/04/2019,06:48:24,MovementState,isMoving
231232807,12/04/2019,06:47:54,MovementState,notMoving
231232804,12/04/2019,06:45:40,MovementState,isMoving
231232802,12/04/2019,06:45:20,MovementState,notMoving
231232798,12/04/2019,06:43:05,MovementState,isMoving
231232796,12/04/2019,06:40:14,MovementState,notMoving
231232793,12/04/2019,06:40:00,TemperatureState,20.47
231232792,12/04/2019,06:40:00,LuminescenceState,4.35
231232791,12/04/2019,06:40:00,HumidityMeasurementState,47.42
231232779,12/04/2019,06:38:04,MovementState,isMoving
231232776,12/04/2019,06:33:56,MovementState,notMoving
231232771,12/04/2019,06:31:42,MovementState,isMoving
231232763,12/04/2019,06:30:00,TemperatureState,20.47
231232762,12/04/2019,06:30:00,LuminescenceState,4.35
231232761,12/04/2019,06:30:00,HumidityMeasurementState,47.42
231232740,12/04/2019,06:20:00,TemperatureState,20.2
231232739,12/04/2019,06:20:00,LuminescenceState,3.83
231232738,12/04/2019,06:20:00,HumidityMeasurementState,47.73
231232726,12/04/2019,06:19:38,MovementState,notMoving
231232722,12/04/2019,06:17:28,MovementState,isMoving
231232719,12/04/2019,06:15:32,MovementState,notMoving
231232717,12/04/2019,06:13:17,MovementState,isMoving
231232712,12/04/2019,06:10:00,TemperatureState,20.2
231232711,12/04/2019,06:10:00,LuminescenceState,3.83
231232710,12/04/2019,06:10:00,HumidityMeasurementState,47.73
231232698,12/04/2019,06:09:44,MovementState,notMoving
231232695,12/04/2019,06:07:15,MovementState,isMoving
231232694,12/04/2019,06:07:00,MovementState,notMoving
231232691,12/04/2019,06:04:46,MovementState,isMoving
231232686,12/04/2019,06:00:40,MovementState,notMoving
