Time,atrium,kitchen,livingroom,toilet,bedroom,Room,bel(A),bel(K),bel(L),bel(T),bel(B)
1238.0,1,0,0,0,0,atrium,0.23846097216719958,0.10236222720533922,0.2197651641970188,0.2197638313544057,0.21964780507603676
1239.0,1,0,0,0,0,atrium,0.23846097216719958,0.10236222720533922,0.2197651641970188,0.2197638313544057,0.21964780507603676
1240.0,1,0,0,0,0,atrium,0.23846097216719958,0.10236222720533922,0.2197651641970188,0.2197638313544057,0.21964780507603676
1241.0,1,0,0,0,0,atrium,0.23846097216719958,0.10236222720533922,0.2197651641970188,0.2197638313544057,0.21964780507603676
1242.0,1,0,0,0,0,atrium,0.23846097216719958,0.10236222720533922,0.2197651641970188,0.2197638313544057,0.21964780507603676
1243.0,1,0,0,0,0,atrium,0.23846097216719958,0.10236222720533922,0.2197651641970188,0.2197638313544057,0.21964780507603676
1244.0,1,0,0,0,0,atrium,0.23846097216719958,0.10236222720533922,0.2197651641970188,0.2197638313544057,0.21964780507603676
1245.0,1,0,0,0,0,atrium,0.23846097216719958,0.10236222720533922,0.2197651641970188,0.2197638313544057,0.21964780507603676
1246.0,1,0,0,0,0,atrium,0.23846097216719958,0.10236222720533922,0.2197651641970188,0.2197638313544057,0.21964780507603676
1247.0,1,0,0,0,0,atrium,0.23846097216719958,0.10236222720533922,0.2197651641970188,0.2197638313544057,0.21964780507603676
1248.0,1,0,0,1,0,toilet,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1249.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1250.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1251.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1252.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1253.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1254.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1255.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1256.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1257.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1258.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1259.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1260.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1261.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1262.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1263.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1264.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1265.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1266.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1267.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1268.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1269.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1270.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1271.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1272.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1273.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1274.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1275.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1276.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1277.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1278.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1279.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1280.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1281.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1282.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1283.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1284.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1285.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1286.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1287.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1288.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1289.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1290.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1291.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1292.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1293.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1294.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1295.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1296.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1297.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1298.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1299.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1300.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1301.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1302.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1303.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1304.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1305.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1306.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1307.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1308.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1309.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1310.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1311.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1312.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1313.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1314.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1315.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1316.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1317.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1318.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1319.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1320.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1321.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1322.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1323.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1324.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1325.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1326.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1327.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1328.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1329.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1330.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1331.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1332.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1333.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1334.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1335.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1336.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1337.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1338.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1339.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1340.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1341.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1342.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1343.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1344.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1345.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1346.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1347.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1348.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1349.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1350.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1351.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1352.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1353.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1354.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1355.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1356.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1357.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1358.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1359.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1360.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1361.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1362.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1363.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1364.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1365.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1366.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1367.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1368.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1369.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1370.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1371.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1372.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1373.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1374.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1375.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1376.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1377.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1378.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1379.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1380.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1381.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1382.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1383.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1384.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1385.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1386.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1387.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1388.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1389.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1390.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1391.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1392.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1393.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1394.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1395.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1396.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1397.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1398.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1399.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1400.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1401.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1402.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1403.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1404.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1405.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1406.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1407.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1408.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1409.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1410.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1411.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1412.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1413.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1414.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1415.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1416.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1417.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1418.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1419.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1420.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1421.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1422.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1423.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1424.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1425.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1426.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1427.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1428.0,1,0,0,1,0,atrium,0.06576447215647821,0.015176037406942398,0.024186109988007104,0.8706962771704925,0.024177103278079797
1429.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1430.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1431.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1432.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1433.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1434.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1435.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1436.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1437.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1438.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1439.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1440.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1441.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1442.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1443.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1444.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1445.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1446.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1447.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1448.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1449.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1450.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1451.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1452.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1453.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
1454.0,1,0,0,0,0,atrium,0.6396506443249711,0.027623878785426607,0.03362393170522842,0.26548361129278253,0.033617933891591414
